accident_id,city,state,date,time,hour,day,month,year,day_of_week,is_weekend,peak_hour_indicator,festival_indicator,festival_impact,weather_condition,weather_severity,temperature,visibility,road_type,num_lanes,light_conditions,road_surface,traffic_density,latitude,longitude,urban_or_rural,speed_limit,congestion_level
ACC002947,Indore,Indore,2025-10-09,09:37,9,9,10,2025,3,0,1,0,0.0,Haze,0.4,24.1,8.93,Highway,2,Daylight,Icy,62.98,22.765036,75.764366,Rural,40,High
ACC002948,Nagpur,Nagpur,2022-05-29,11:38,11,29,5,2022,6,1,0,0,0.0,Clear,0.1,19.4,10.0,Highway,2,Dark - unlit,Icy,25.41,21.260637,79.098555,Rural,100,Medium
ACC002949,Lucknow,Lucknow,2024-09-16,13:44,13,16,9,2024,0,0,0,0,0.0,Clear,0.1,24.9,9.5,Urban,3,Daylight,Dry,45.66,26.838781,80.89608,Urban,80,Low
ACC002950,Chandigarh,Chandigarh,2025-08-27,14:24,14,27,8,2025,2,0,0,0,0.0,Rain,0.7,22.2,1.34,Urban,1,Dusk/Dawn,Dry,34.49,30.726104,76.770271,Urban,80,Medium
ACC002951,Hyderabad,Hyderabad,2022-03-28,08:06,8,28,3,2022,0,0,1,0,0.0,Clear,0.1,30.4,8.17,Urban,3,Dusk/Dawn,Wet,47.31,17.270215,78.410927,Urban,100,High
ACC002952,Bhopal,Bhopal,2025-07-08,22:57,22,8,7,2025,1,0,0,0,0.0,Cloudy,0.3,27.9,7.26,Urban,6,Daylight,Wet,80.08,23.365651,77.519618,Urban,80,Medium
ACC002953,Pune,Pune,2022-07-12,06:40,6,12,7,2022,1,0,0,0,0.0,Storm,0.9,18.2,5.84,Urban,3,Dusk/Dawn,Muddy,30.22,18.469473,73.895393,Urban,50,Medium
ACC002954,Chandigarh,Chandigarh,2025-09-11,05:57,5,11,9,2025,3,0,0,0,0.0,Rain,0.7,27.5,1.63,Expressway,4,Daylight,Wet,36.87,30.829785,76.664891,Rural,80,Low
ACC002955,Chennai,Chennai,2025-01-10,08:28,8,10,1,2025,4,0,1,0,0.0,Haze,0.4,36.0,5.84,Expressway,1,Daylight,Icy,88.83,13.171329,80.323786,Rural,100,High
ACC002956,Jaipur,Jaipur,2025-07-07,13:45,13,7,7,2025,0,0,0,0,0.0,Storm,0.9,17.9,5.57,Urban,2,Dusk/Dawn,Wet,64.72,26.919099,75.816997,Urban,60,Medium
ACC002957,Hyderabad,Hyderabad,2025-01-22,18:04,18,22,1,2025,2,0,1,0,0.0,Rain,0.7,33.8,3.58,Highway,3,Dark - unlit,Dry,63.53,17.262027,78.433537,Rural,50,High
ACC002958,Ahmedabad,Ahmedabad,2024-04-26,14:44,14,26,4,2024,4,0,0,0,0.0,Fog,0.6,27.4,4.55,Urban,3,Dark - unlit,Muddy,63.11,23.025294,72.675563,Urban,50,Medium
ACC002959,Mumbai,Mumbai,2025-09-10,06:53,6,10,9,2025,2,0,0,0,0.0,Fog,0.6,29.2,6.3,Suburban,2,Dusk/Dawn,Icy,47.73,19.017458,72.754124,Urban,60,Medium
ACC002960,Hyderabad,Hyderabad,2023-01-14,07:16,7,14,1,2023,5,1,1,0,0.0,Storm,0.9,17.5,4.42,Urban,3,Dark - lit,Dry,33.41,17.507693,78.460643,Urban,40,High
ACC002961,Indore,Indore,2022-11-18,19:18,19,18,11,2022,4,0,1,0,0.0,Cloudy,0.3,26.1,5.11,Expressway,3,Dusk/Dawn,Wet,67.65,22.633269,75.812439,Rural,40,Medium
ACC002962,Bhopal,Bhopal,2022-12-19,16:56,16,19,12,2022,0,0,0,0,0.0,Clear,0.1,25.4,4.26,Expressway,4,Dark - unlit,Dry,81.68,23.221508,77.43992,Rural,60,Low
ACC002963,Bangalore,Bangalore,2023-11-17,08:27,8,17,11,2023,4,0,1,0,0.0,Cloudy,0.3,20.8,6.23,Highway,2,Dark - unlit,Muddy,98.77,13.103587,77.688328,Rural,50,High
ACC002964,Kochi,Kochi,2024-01-15,05:32,5,15,1,2024,0,0,0,0,0.0,Storm,0.9,14.3,7.85,Expressway,3,Dark - lit,Icy,70.71,10.017307,76.153967,Rural,100,Low
ACC002965,Bangalore,Bangalore,2022-08-03,11:44,11,3,8,2022,2,0,0,0,0.0,Rain,0.7,12.3,7.43,Expressway,2,Dark - unlit,Wet,39.73,12.930624,77.475553,Rural,60,Low
ACC002966,Jaipur,Jaipur,2022-09-27,12:20,12,27,9,2022,1,0,0,0,0.0,Clear,0.1,35.1,8.9,Highway,2,Dusk/Dawn,Wet,31.85,26.998621,75.773626,Rural,80,Low
ACC002967,Chandigarh,Chandigarh,2023-01-05,18:24,18,5,1,2023,3,0,1,0,0.0,Rain,0.7,17.0,5.21,Urban,3,Dark - lit,Icy,95.69,30.870279,76.683137,Urban,80,High
ACC002968,Chandigarh,Chandigarh,2023-11-23,12:07,12,23,11,2023,3,0,0,0,0.0,Rain,0.7,19.3,6.49,Highway,2,Dusk/Dawn,Muddy,59.55,30.649596,76.761672,Rural,100,Medium
ACC002969,Kochi,Kochi,2023-01-16,23:07,23,16,1,2023,0,0,0,0,0.0,Cloudy,0.3,23.8,5.9,Expressway,6,Daylight,Wet,59.86,10.073736,76.219982,Rural,50,Low
ACC002970,Mumbai,Mumbai,2024-03-30,19:45,19,30,3,2024,5,1,1,0,0.0,Clear,0.1,30.8,7.93,Urban,3,Dark - unlit,Dry,100.0,19.009887,72.80946,Urban,100,High
ACC002971,Bhopal,Bhopal,2024-08-14,19:35,19,14,8,2024,2,0,1,0,0.0,Clear,0.1,36.4,6.36,Urban,2,Dark - unlit,Wet,81.25,23.363994,77.420192,Urban,40,High
ACC002972,Nagpur,Nagpur,2023-09-25,06:23,6,25,9,2023,0,0,0,0,0.0,Haze,0.4,24.1,7.58,Rural,2,Dark - unlit,Dry,23.21,21.050422,79.110908,Rural,80,Low
ACC002973,Chennai,Chennai,2022-04-27,17:12,17,27,4,2022,2,0,1,0,0.0,Cloudy,0.3,23.9,10.0,Highway,4,Dark - lit,Muddy,49.54,13.171872,80.201281,Rural,80,Medium
ACC002974,Nagpur,Nagpur,2023-12-04,09:43,9,4,12,2023,0,0,1,0,0.0,Cloudy,0.3,22.3,9.32,Highway,4,Dark - lit,Icy,74.34,21.001073,78.991312,Rural,50,Medium
ACC002975,Bhopal,Bhopal,2024-10-11,18:18,18,11,10,2024,4,0,1,0,0.0,Rain,0.7,29.2,1.88,Highway,3,Dusk/Dawn,Dry,97.14,23.363655,77.394503,Rural,100,High
ACC002976,Bangalore,Bangalore,2023-09-11,09:20,9,11,9,2023,0,0,1,0,0.0,Clear,0.1,22.7,7.36,Expressway,3,Dark - lit,Muddy,86.5,12.928012,77.706814,Rural,100,Medium
ACC002977,Bangalore,Bangalore,2022-04-21,17:27,17,21,4,2022,3,0,1,0,0.0,Clear,0.1,30.5,7.26,Urban,3,Daylight,Dry,69.89,12.866203,77.499448,Urban,40,Medium
ACC002978,Bhopal,Bhopal,2023-10-10,06:48,6,10,10,2023,1,0,0,0,0.0,Storm,0.9,13.2,4.4,Highway,2,Daylight,Dry,34.13,23.351446,77.389843,Rural,40,Medium
ACC002979,Indore,Indore,2023-08-06,15:01,15,6,8,2023,6,1,0,0,0.0,Storm,0.9,31.6,2.84,Expressway,2,Dusk/Dawn,Icy,70.62,22.630869,75.730182,Rural,100,Medium
ACC002980,Kolkata,Kolkata,2023-05-29,21:25,21,29,5,2023,0,0,0,0,0.0,Rain,0.7,16.4,3.67,Rural,4,Dusk/Dawn,Wet,8.61,22.71907,88.234179,Rural,40,Low
ACC002981,Lucknow,Lucknow,2022-02-21,18:44,18,21,2,2022,0,0,1,0,0.0,Rain,0.7,12.5,4.63,Highway,3,Dark - lit,Icy,76.42,26.930017,80.847376,Rural,80,High
ACC002982,Hyderabad,Hyderabad,2025-04-29,13:21,13,29,4,2025,1,0,0,0,0.0,Clear,0.1,24.0,0.54,Highway,2,Dark - unlit,Dry,41.69,17.350782,78.399589,Rural,60,Low
ACC002983,Kochi,Kochi,2022-08-15,17:04,17,15,8,2022,0,0,1,1,0.8,Haze,0.4,26.0,6.14,Urban,4,Dusk/Dawn,Muddy,69.1,9.795439,76.170404,Urban,40,High
ACC002984,Kolkata,Kolkata,2025-04-10,19:36,19,10,4,2025,3,0,1,0,0.0,Rain,0.7,22.3,3.1,Urban,2,Dark - lit,Dry,54.88,22.487391,88.471321,Urban,80,High
ACC002985,Bhopal,Bhopal,2023-10-05,11:08,11,5,10,2023,3,0,0,0,0.0,Rain,0.7,22.0,4.51,Urban,2,Dark - lit,Wet,37.29,23.200093,77.326116,Urban,50,Medium
ACC002986,Mumbai,Mumbai,2022-05-24,14:12,14,24,5,2022,1,0,0,0,0.0,Clear,0.1,26.5,9.35,Highway,3,Dusk/Dawn,Wet,46.41,18.983058,72.872074,Rural,80,Low
ACC002987,Bangalore,Bangalore,2025-05-22,14:53,14,22,5,2025,3,0,0,0,0.0,Clear,0.1,30.9,4.39,Urban,3,Dusk/Dawn,Wet,81.85,12.969019,77.534669,Urban,40,Low
ACC002988,Jaipur,Jaipur,2022-01-27,14:04,14,27,1,2022,3,0,0,0,0.0,Storm,0.9,28.8,5.08,Highway,4,Dusk/Dawn,Muddy,59.83,27.045991,75.695187,Rural,100,Low
ACC002989,Mumbai,Mumbai,2024-09-09,14:28,14,9,9,2024,0,0,0,0,0.0,Haze,0.4,32.5,6.76,Expressway,1,Dusk/Dawn,Muddy,60.43,18.933676,72.84744,Rural,100,Medium
ACC002990,Bangalore,Bangalore,2025-09-26,08:38,8,26,9,2025,4,0,1,0,0.0,Clear,0.1,26.3,5.29,Urban,6,Dark - lit,Dry,99.67,12.861939,77.660513,Urban,100,High
ACC002991,Bhopal,Bhopal,2023-09-13,01:01,1,13,9,2023,2,0,0,0,0.0,Clear,0.1,32.6,6.62,Highway,3,Daylight,Icy,73.21,23.29245,77.346871,Rural,60,Low
ACC002992,Jaipur,Jaipur,2024-12-07,08:34,8,7,12,2024,5,1,1,0,0.0,Clear,0.1,29.0,8.34,Highway,4,Dark - unlit,Dry,100.0,26.99352,75.826249,Rural,100,High
ACC002993,Kochi,Kochi,2025-03-19,15:08,15,19,3,2025,2,0,0,0,0.0,Clear,0.1,29.2,7.42,Rural,6,Dark - lit,Dry,69.78,9.858594,76.243865,Rural,80,Low
ACC002994,Nagpur,Nagpur,2023-06-01,16:34,16,1,6,2023,3,0,0,0,0.0,Rain,0.7,21.0,3.59,Highway,3,Dark - unlit,Icy,65.25,21.024735,79.004785,Rural,60,Low
ACC002995,Nagpur,Nagpur,2023-09-02,15:35,15,2,9,2023,5,1,0,0,0.0,Cloudy,0.3,27.6,9.28,Expressway,3,Dark - unlit,Wet,6.12,21.280779,78.944145,Rural,80,Low
ACC002996,Lucknow,Lucknow,2022-07-31,07:25,7,31,7,2022,6,1,1,0,0.0,Clear,0.1,28.0,8.79,Suburban,1,Dusk/Dawn,Icy,69.13,26.710782,81.049877,Urban,40,High
ACC002997,Mumbai,Mumbai,2022-04-09,18:15,18,9,4,2022,5,1,1,0,0.0,Cloudy,0.3,25.5,4.35,Urban,2,Dark - lit,Icy,90.88,19.169862,72.880796,Urban,60,High
ACC002998,Ahmedabad,Ahmedabad,2024-09-23,06:26,6,23,9,2024,0,0,0,0,0.0,Haze,0.4,27.2,9.55,Expressway,3,Dusk/Dawn,Muddy,23.19,22.907395,72.458928,Rural,100,Low
ACC002999,Chennai,Chennai,2024-10-11,16:11,16,11,10,2024,4,0,0,0,0.0,Cloudy,0.3,24.1,7.8,Expressway,1,Dark - lit,Muddy,15.46,13.059268,80.163757,Rural,60,Low
ACC003000,Lucknow,Lucknow,2025-07-22,17:09,17,22,7,2025,1,0,1,0,0.0,Cloudy,0.3,24.1,8.9,Urban,2,Daylight,Icy,73.22,26.742935,80.986863,Urban,40,High
ACC003001,Hyderabad,Hyderabad,2022-06-26,12:06,12,26,6,2022,6,1,0,0,0.0,Clear,0.1,26.9,8.31,Rural,3,Dusk/Dawn,Icy,52.52,17.49546,78.38141,Rural,40,Low
ACC003002,Bangalore,Bangalore,2024-02-10,11:28,11,10,2,2024,5,1,0,0,0.0,Haze,0.4,28.2,5.29,Highway,1,Dusk/Dawn,Wet,48.04,12.915682,77.595283,Rural,60,Medium
ACC003003,Ahmedabad,Ahmedabad,2022-01-26,17:55,17,26,1,2022,2,0,1,1,0.8,Clear,0.1,28.2,5.27,Urban,2,Daylight,Wet,61.77,22.995808,72.718215,Urban,80,High
ACC003004,Bhopal,Bhopal,2025-07-22,11:25,11,22,7,2025,1,0,0,0,0.0,Clear,0.1,26.8,10.0,Urban,4,Daylight,Wet,69.95,23.139618,77.510768,Urban,80,Medium
ACC003005,Bangalore,Bangalore,2022-09-04,09:22,9,4,9,2022,6,1,1,0,0.0,Cloudy,0.3,30.8,9.25,Suburban,4,Daylight,Dry,16.9,13.051797,77.650946,Urban,100,Medium
ACC003006,Chennai,Chennai,2024-09-20,09:42,9,20,9,2024,4,0,1,0,0.0,Cloudy,0.3,33.3,9.8,Rural,3,Dusk/Dawn,Muddy,47.49,13.171432,80.36094,Rural,60,Medium
ACC003007,Chennai,Chennai,2024-12-08,21:31,21,8,12,2024,6,1,0,0,0.0,Cloudy,0.3,25.5,7.14,Urban,1,Dark - unlit,Wet,8.31,12.950635,80.245874,Urban,100,Medium
ACC003008,Indore,Indore,2025-01-26,04:39,4,26,1,2025,6,1,0,1,0.8,Clear,0.1,34.2,7.07,Suburban,3,Daylight,Wet,70.74,22.581929,75.956544,Urban,60,Medium
ACC003009,Jaipur,Jaipur,2022-07-14,19:53,19,14,7,2022,3,0,1,0,0.0,Cloudy,0.3,31.5,10.0,Highway,4,Dusk/Dawn,Wet,55.74,26.904409,75.66866,Rural,50,Medium
ACC003010,Bhopal,Bhopal,2022-08-02,07:18,7,2,8,2022,1,0,1,0,0.0,Haze,0.4,23.7,7.48,Rural,3,Dark - unlit,Muddy,50.9,23.36116,77.536494,Rural,60,Medium
ACC003011,Hyderabad,Hyderabad,2024-08-11,19:49,19,11,8,2024,6,1,1,0,0.0,Rain,0.7,23.7,7.57,Suburban,4,Dusk/Dawn,Icy,97.46,17.329323,78.588172,Urban,100,High
ACC003012,Kochi,Kochi,2024-10-22,11:09,11,22,10,2024,1,0,0,0,0.0,Rain,0.7,26.9,5.38,Suburban,4,Dark - unlit,Wet,52.51,9.957814,76.302906,Urban,40,Low
ACC003013,Kolkata,Kolkata,2024-10-05,18:38,18,5,10,2024,5,1,1,0,0.0,Rain,0.7,17.7,2.81,Rural,3,Dark - unlit,Wet,100.0,22.430397,88.344772,Rural,60,High
ACC003014,Lucknow,Lucknow,2025-01-21,17:38,17,21,1,2025,1,0,1,0,0.0,Haze,0.4,37.5,9.06,Urban,3,Dusk/Dawn,Wet,100.0,26.856072,80.992757,Urban,60,High
ACC003015,Indore,Indore,2024-08-27,06:20,6,27,8,2024,1,0,0,0,0.0,Rain,0.7,19.0,5.48,Urban,2,Dark - lit,Icy,37.96,22.843178,75.965039,Urban,100,Medium
ACC003016,Mumbai,Mumbai,2022-05-14,15:42,15,14,5,2022,5,1,0,0,0.0,Cloudy,0.3,28.1,5.38,Highway,1,Dusk/Dawn,Muddy,34.22,19.046284,72.888869,Rural,100,Medium
ACC003017,Lucknow,Lucknow,2025-08-29,11:24,11,29,8,2025,4,0,0,0,0.0,Clear,0.1,30.7,7.66,Urban,2,Dusk/Dawn,Muddy,44.37,26.734015,80.802617,Urban,100,Medium
ACC003018,Jaipur,Jaipur,2023-03-24,18:57,18,24,3,2023,4,0,1,0,0.0,Clear,0.1,25.5,6.15,Highway,3,Dark - unlit,Muddy,100.0,26.76656,75.644503,Rural,60,High
ACC003019,Mumbai,Mumbai,2022-08-14,20:44,20,14,8,2022,6,1,1,0,0.0,Cloudy,0.3,28.2,6.39,Expressway,3,Daylight,Dry,100.0,18.98316,72.77487,Rural,100,High
ACC003020,Chandigarh,Chandigarh,2022-05-25,09:06,9,25,5,2022,2,0,1,0,0.0,Cloudy,0.3,24.5,10.0,Expressway,2,Dark - lit,Dry,71.69,30.847408,76.721044,Rural,80,High
ACC003021,Mumbai,Mumbai,2022-12-25,08:45,8,25,12,2022,6,1,1,1,0.8,Clear,0.1,30.3,8.31,Urban,6,Dusk/Dawn,Wet,100.0,19.098856,73.017907,Urban,100,High
ACC003022,Delhi,Delhi,2023-10-26,07:12,7,26,10,2023,3,0,1,0,0.0,Clear,0.1,34.4,9.64,Expressway,3,Daylight,Muddy,42.29,28.614861,77.19575,Rural,40,Medium
ACC003023,Ahmedabad,Ahmedabad,2024-10-02,07:30,7,2,10,2024,2,0,1,1,0.8,Clear,0.1,30.5,8.37,Suburban,1,Dark - lit,Dry,100.0,22.945672,72.451602,Urban,40,High
ACC003024,Delhi,Delhi,2024-07-07,17:09,17,7,7,2024,6,1,1,0,0.0,Clear,0.1,23.3,7.44,Rural,4,Dark - unlit,Muddy,100.0,28.733903,77.216512,Rural,50,High
ACC003025,Bhopal,Bhopal,2025-09-16,14:25,14,16,9,2025,1,0,0,0,0.0,Cloudy,0.3,28.4,7.4,Urban,2,Daylight,Dry,50.95,23.11027,77.408182,Urban,40,Medium
ACC003026,Nagpur,Nagpur,2024-02-25,07:55,7,25,2,2024,6,1,1,0,0.0,Cloudy,0.3,33.2,10.0,Expressway,2,Dark - lit,Muddy,79.11,21.021845,79.17783,Rural,40,High
ACC003027,Hyderabad,Hyderabad,2023-04-30,19:08,19,30,4,2023,6,1,1,0,0.0,Storm,0.9,27.6,4.02,Highway,4,Dark - lit,Muddy,69.81,17.446474,78.567667,Rural,50,High
ACC003028,Jaipur,Jaipur,2024-03-12,13:33,13,12,3,2024,1,0,0,0,0.0,Storm,0.9,21.7,7.46,Expressway,2,Daylight,Icy,37.87,26.901903,75.853703,Rural,80,Medium
ACC003029,Jaipur,Jaipur,2023-08-07,09:55,9,7,8,2023,0,0,1,0,0.0,Fog,0.6,31.5,6.15,Highway,3,Dark - lit,Wet,82.0,27.001933,75.688751,Rural,80,High
ACC003030,Kochi,Kochi,2023-01-03,11:08,11,3,1,2023,1,0,0,0,0.0,Haze,0.4,27.4,6.38,Rural,2,Dusk/Dawn,Muddy,30.28,10.010518,76.369444,Rural,80,Low
ACC003031,Bhopal,Bhopal,2022-03-27,09:15,9,27,3,2022,6,1,1,0,0.0,Clear,0.1,31.2,7.68,Urban,3,Daylight,Dry,60.6,23.113327,77.346785,Urban,80,High
ACC003032,Hyderabad,Hyderabad,2022-11-04,01:35,1,4,11,2022,4,0,0,0,0.0,Rain,0.7,21.7,0.5,Rural,2,Dusk/Dawn,Dry,45.65,17.484791,78.541975,Rural,40,Medium
ACC003033,Ahmedabad,Ahmedabad,2023-01-19,18:31,18,19,1,2023,3,0,1,0,0.0,Cloudy,0.3,30.4,4.7,Urban,3,Dark - unlit,Icy,94.23,22.941353,72.661813,Urban,60,High
ACC003034,Chennai,Chennai,2022-03-23,20:22,20,23,3,2022,2,0,1,0,0.0,Cloudy,0.3,25.7,9.04,Urban,6,Dusk/Dawn,Icy,62.82,13.013459,80.177443,Urban,40,High
ACC003035,Chandigarh,Chandigarh,2024-06-20,12:10,12,20,6,2024,3,0,0,0,0.0,Fog,0.6,26.4,1.64,Expressway,2,Dusk/Dawn,Wet,27.9,30.804574,76.857623,Rural,60,Medium
ACC003036,Kolkata,Kolkata,2022-12-18,12:49,12,18,12,2022,6,1,0,0,0.0,Haze,0.4,24.5,5.87,Rural,4,Dark - lit,Muddy,32.07,22.581382,88.333612,Rural,80,Low
ACC003037,Bangalore,Bangalore,2024-03-26,06:00,6,26,3,2024,1,0,0,0,0.0,Cloudy,0.3,29.1,10.0,Urban,2,Daylight,Icy,20.34,13.013591,77.498926,Urban,50,Low
ACC003038,Bangalore,Bangalore,2022-12-06,12:52,12,6,12,2022,1,0,0,0,0.0,Clear,0.1,27.6,3.84,Highway,1,Daylight,Icy,42.73,13.054424,77.483994,Rural,100,Low
ACC003039,Chennai,Chennai,2023-06-10,19:26,19,10,6,2023,5,1,1,0,0.0,Haze,0.4,26.7,10.0,Rural,4,Dark - unlit,Wet,64.43,13.131074,80.159025,Rural,60,High
ACC003040,Bhopal,Bhopal,2024-08-18,06:42,6,18,8,2024,6,1,0,0,0.0,Cloudy,0.3,28.8,4.44,Highway,3,Daylight,Wet,56.81,23.339298,77.306551,Rural,100,Low
ACC003041,Jaipur,Jaipur,2025-08-13,13:35,13,13,8,2025,2,0,0,0,0.0,Storm,0.9,20.4,6.4,Suburban,6,Dark - lit,Wet,10.36,26.937443,75.650746,Urban,60,Low
ACC003042,Ahmedabad,Ahmedabad,2023-11-15,13:43,13,15,11,2023,2,0,0,0,0.0,Cloudy,0.3,23.4,8.82,Rural,2,Dark - unlit,Wet,64.74,23.150924,72.637326,Rural,80,Low
ACC003043,Bhopal,Bhopal,2023-05-14,06:32,6,14,5,2023,6,1,0,0,0.0,Clear,0.1,25.9,5.73,Expressway,4,Dark - lit,Wet,26.77,23.261047,77.419184,Rural,100,Low
ACC003044,Jaipur,Jaipur,2023-06-21,23:00,23,21,6,2023,2,0,0,0,0.0,Cloudy,0.3,25.0,7.14,Rural,4,Daylight,Wet,64.69,26.988368,75.887607,Rural,40,Low
ACC003045,Bangalore,Bangalore,2022-11-19,07:19,7,19,11,2022,5,1,1,0,0.0,Rain,0.7,24.6,6.32,Urban,3,Dusk/Dawn,Wet,67.89,12.94862,77.659674,Urban,80,High
ACC003046,Hyderabad,Hyderabad,2022-07-12,17:54,17,12,7,2022,1,0,1,0,0.0,Rain,0.7,27.8,4.35,Rural,4,Dark - unlit,Dry,100.0,17.288069,78.471163,Rural,50,High
ACC003047,Bhopal,Bhopal,2023-10-26,07:44,7,26,10,2023,3,0,1,0,0.0,Cloudy,0.3,22.9,9.52,Highway,3,Daylight,Muddy,78.2,23.287112,77.423042,Rural,100,High
ACC003048,Kolkata,Kolkata,2022-06-08,17:29,17,8,6,2022,2,0,1,0,0.0,Clear,0.1,28.5,10.0,Highway,4,Dark - unlit,Dry,79.52,22.614421,88.457294,Rural,100,Medium
ACC003049,Kochi,Kochi,2023-02-19,16:16,16,19,2,2023,6,1,0,0,0.0,Cloudy,0.3,36.6,6.61,Rural,3,Dusk/Dawn,Icy,62.79,9.922493,76.236912,Rural,50,Low
ACC003050,Kolkata,Kolkata,2023-11-02,10:34,10,2,11,2023,3,0,1,0,0.0,Fog,0.6,34.2,3.65,Highway,3,Daylight,Icy,57.22,22.451132,88.329971,Rural,40,High
ACC003051,Mumbai,Mumbai,2022-09-08,13:23,13,8,9,2022,3,0,0,0,0.0,Clear,0.1,25.8,7.24,Urban,1,Dark - unlit,Wet,58.75,19.075372,72.799638,Urban,60,Medium
ACC003052,Indore,Indore,2023-04-05,12:06,12,5,4,2023,2,0,0,0,0.0,Cloudy,0.3,28.8,10.0,Suburban,3,Dark - unlit,Dry,47.45,22.573749,75.746968,Urban,80,Low
ACC003053,Chandigarh,Chandigarh,2025-03-23,20:04,20,23,3,2025,6,1,1,0,0.0,Cloudy,0.3,19.6,5.64,Urban,2,Daylight,Muddy,54.33,30.828843,76.910904,Urban,50,High
ACC003054,Nagpur,Nagpur,2024-04-20,21:46,21,20,4,2024,5,1,0,0,0.0,Cloudy,0.3,32.7,8.06,Urban,4,Dark - unlit,Muddy,54.5,21.230744,79.087368,Urban,60,Medium
ACC003055,Bangalore,Bangalore,2024-12-07,18:48,18,7,12,2024,5,1,1,0,0.0,Cloudy,0.3,22.2,9.48,Urban,3,Dark - lit,Dry,66.69,12.886287,77.721105,Urban,80,High
ACC003056,Bhopal,Bhopal,2022-09-04,05:06,5,4,9,2022,6,1,0,0,0.0,Storm,0.9,29.3,2.71,Highway,2,Dusk/Dawn,Wet,24.48,23.141084,77.291714,Rural,40,Medium
ACC003057,Lucknow,Lucknow,2022-01-07,03:56,3,7,1,2022,4,0,0,0,0.0,Rain,0.7,25.9,5.21,Urban,3,Daylight,Icy,19.97,26.783493,81.086606,Urban,80,Medium
ACC003058,Lucknow,Lucknow,2023-12-01,09:26,9,1,12,2023,4,0,1,0,0.0,Haze,0.4,29.5,5.99,Urban,3,Dusk/Dawn,Muddy,100.0,26.778388,80.839813,Urban,100,High
ACC003059,Bhopal,Bhopal,2022-06-26,08:34,8,26,6,2022,6,1,1,0,0.0,Cloudy,0.3,21.1,8.6,Urban,1,Daylight,Muddy,62.63,23.40065,77.560145,Urban,100,High
ACC003060,Bangalore,Bangalore,2024-03-26,21:52,21,26,3,2024,1,0,0,0,0.0,Clear,0.1,30.3,4.59,Highway,2,Daylight,Dry,39.28,13.02836,77.560035,Rural,50,Low
ACC003061,Pune,Pune,2022-12-03,11:29,11,3,12,2022,5,1,0,0,0.0,Haze,0.4,22.0,9.1,Rural,1,Dusk/Dawn,Dry,12.61,18.42324,73.95759,Rural,60,Low
ACC003062,Ahmedabad,Ahmedabad,2023-05-27,13:27,13,27,5,2023,5,1,0,0,0.0,Cloudy,0.3,28.5,9.29,Suburban,2,Dark - unlit,Icy,69.45,22.897558,72.554212,Urban,50,Medium
ACC003063,Kolkata,Kolkata,2023-08-31,10:24,10,31,8,2023,3,0,1,0,0.0,Clear,0.1,27.3,10.0,Suburban,4,Dusk/Dawn,Dry,100.0,22.424593,88.476935,Urban,40,Medium
ACC003064,Bhopal,Bhopal,2023-04-22,11:05,11,22,4,2023,5,1,0,0,0.0,Clear,0.1,31.5,5.87,Urban,3,Dark - lit,Wet,34.68,23.298008,77.434704,Urban,40,Medium
ACC003065,Pune,Pune,2024-06-04,05:47,5,4,6,2024,1,0,0,0,0.0,Cloudy,0.3,26.7,6.29,Rural,2,Dark - unlit,Muddy,49.43,18.437329,73.975745,Rural,100,Low
ACC003066,Delhi,Delhi,2022-06-11,11:04,11,11,6,2022,5,1,0,0,0.0,Haze,0.4,24.3,8.07,Urban,3,Daylight,Dry,45.11,28.757194,77.351252,Urban,100,Medium
ACC003067,Nagpur,Nagpur,2024-06-02,16:09,16,2,6,2024,6,1,0,0,0.0,Clear,0.1,30.4,8.75,Rural,4,Dusk/Dawn,Dry,62.51,21.043221,79.181393,Rural,80,Low
ACC003068,Hyderabad,Hyderabad,2025-09-04,11:51,11,4,9,2025,3,0,0,0,0.0,Clear,0.1,30.7,7.95,Rural,3,Dusk/Dawn,Muddy,78.27,17.401828,78.561238,Rural,40,Low
ACC003069,Pune,Pune,2025-01-15,19:31,19,15,1,2025,2,0,1,0,0.0,Rain,0.7,21.8,5.34,Urban,3,Dark - lit,Muddy,72.4,18.572797,73.759682,Urban,60,High
ACC003070,Chandigarh,Chandigarh,2025-04-10,01:48,1,10,4,2025,3,0,0,0,0.0,Cloudy,0.3,31.7,9.49,Urban,3,Daylight,Dry,34.01,30.856175,76.632036,Urban,60,Low
ACC003071,Delhi,Delhi,2022-12-18,09:31,9,18,12,2022,6,1,1,0,0.0,Clear,0.1,27.1,9.61,Highway,2,Daylight,Muddy,39.41,28.627308,77.206152,Rural,50,High
ACC003072,Ahmedabad,Ahmedabad,2022-08-19,17:35,17,19,8,2022,4,0,1,0,0.0,Haze,0.4,24.7,5.51,Urban,3,Dusk/Dawn,Muddy,95.32,22.998096,72.718419,Urban,100,High
ACC003073,Indore,Indore,2022-07-21,21:41,21,21,7,2022,3,0,0,0,0.0,Cloudy,0.3,32.0,10.0,Urban,2,Dark - lit,Wet,57.2,22.611631,75.894994,Urban,40,Medium
ACC003074,Mumbai,Mumbai,2022-06-25,01:47,1,25,6,2022,5,1,0,0,0.0,Clear,0.1,24.6,7.95,Urban,2,Dark - unlit,Muddy,2.41,19.035957,72.978672,Urban,100,Medium
